"KeyCite Flag","Title","Document URL","Formerly Cited As","Primary Cite","Parallel Cites","Court or Jurisdiction","Docket Number(s)","Date","Type","NOD Topics","Document Summary","Terms",
"","Daniels v. YRC, Inc.","https://www.westlaw.com/Document/Ie774b9bd709911e2900d8cbbe5df030a/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D11%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=11&docFamilyGuid=Ie774b9be709911e2900d8cbbe5df030a&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2013 WL 449300, *1","","D.Mont.","","Feb. 05, 2013##","Case","","Plaintiff Paul Daniels, Jr. brings causes of action for negligence, defamation, and wrongful discharge under Montana's Wrongful Discharge From Employment Act (''WDEA'') against his...","",
"","Roberts v. Lame Deer Public Schools, Dist. No. 6","https://www.westlaw.com/Document/I84ae3e63346111e280719c3f0e80bdd0/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D12%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=12&docFamilyGuid=I84ae3e64346111e280719c3f0e80bdd0&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2012 WL 5874463, *1","","D.Mont.","","Nov. 20, 2012##","Case","","Plaintiff Sherri R. Roberts brings this action against her former employer, the Lame Deer Public School District No. 6, as well as Daniel W. Lantis, the school Superintendent, and...","",
"","Russell v. Daiichi-Sankyo, Inc.","https://www.westlaw.com/Document/I3cc23626a31f11e191598982704508d1/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D13%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=13&docFamilyGuid=I3cc23627a31f11e191598982704508d1&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2012 WL 1805038, *9+","","D.Mont.","","May 17, 2012##","Case","","Keri Russell (''Russell'') claims that Daiichi–Sankyo, Inc. (''Daiichi'') wrongfully terminated her employment in violation of Montana's Wrongful Discharge from Employment Act...","",
"","Caldwell v. Zeox Mineral Materials Corp.","https://www.westlaw.com/Document/I96d23ad0a83211e6ac07a76176915fee/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D14%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=14&docFamilyGuid=I97969c40a83211e6899fa66341d43cc0&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2012 WL 12888550, *1+","","D.Mont.","","Apr. 19, 2012##","Case","","Plaintiffs' complaint filed June 14, 2010, alleges various causes of action against the Defendant, including breach of contract, breach of the implied covenant of fair dealing,...","",
"","Bentley v. ConocoPhillips Pipeline Co.","https://www.westlaw.com/Document/Iee8f9e9f637411dfaad3d35f6227d4a8/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D15%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=15&docFamilyGuid=Iee8f9ea0637411dfaad3d35f6227d4a8&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2010 WL 1981324, *6","","D.Mont.","","May 14, 2010##","Case","","LABOR AND EMPLOYMENT - Whistleblowing. A genuine issue of material fact existed as to whether employee was retaliated against for being a good faith whistle blower on fatigue and...","",
"","Weinheimer v. Omniflight Helicopters, Inc.","https://www.westlaw.com/Document/Ica4fc0f0579811e88a14e1fba2b51c53/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D16%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=16&docFamilyGuid=Icb741cb0579811e8840f821f6dd77ead&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2010 WL 11606784, *4","","D.Mont.","","Apr. 19, 2010##","Case","","Plaintiff Kenneth Weinheimer was formerly employed in Missoula as a helicopter pilot by Defendant Omniflight Helicopters, Inc. Omniflight terminated his employment as of December...","",
"","Cooper v. Ferguson Enterprises, Inc.","https://www.westlaw.com/Document/I1c14f2d065f411e7a3f3a229dca6c9c6/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D17%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=17&docFamilyGuid=I1d2c564065f411e7a6e79d9eb5750abe&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2010 WL 11531439, *7","","D.Mont.","","Jan. 15, 2010##","Case","","Plaintiff Donovan Cooper (“Cooper”) filed this action against Ferguson Enterprises, Inc. (“Ferguson”) alleging violations of the Age Discrimination in Employment Act, 29 U.S.C....","",
"","Koostra v. Humana Inc.","https://www.westlaw.com/Document/Id3e73230624111e7a3f3a229dca6c9c6/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D18%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=18&docFamilyGuid=Id4de6370624111e7847e828ac2123da3&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2009 WL 10677371, *2","","D.Mont.","","Jan. 12, 2009##","Case","","Three motions are before the Court. Plaintiff, Mr. Koostra, has moved for partial summary judgment. (C.D. 20.) Defendant Humana, Inc. has moved for summary judgment. (C.D. 25.)...","",
"","Kibbee v. ACP Sales West, LLC","https://www.westlaw.com/Document/I3e2bbd90d64e11ddb77d9846f86fae5c/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D19%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=19&docFamilyGuid=I3e2bbd91d64e11ddb77d9846f86fae5c&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2008 WL 5395741, *1+","","D.Mont.","","June 17, 2008##","Case","","LABOR AND EMPLOYMENT - Wrongful Discharge. An employer was entitled to summary judgment on a wrongful discharge claim brought by a former employee.","",
"","Johannsen v. Nike, Inc.","https://www.westlaw.com/Document/I32424180c7ae11e8b93ad6f77bf99296/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D20%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=20&docFamilyGuid=I333a5d20c7ae11e890d7bfe1d3f2c2b8&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2007 WL 9728832, *6","","D.Mont.","","Dec. 05, 2007##","Case","","This diversity action arises under Montana’s Wrongful Discharge from Employment Act, M.C.A. §§ 39-2-901, et. seq. It was tried before the Court sitting without a jury from October...","",
"","Erdman v. Wal-Mart Stores, Inc.","https://www.westlaw.com/Document/I73aa5550548011e89034f60e1699ddbe/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D21%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=21&docFamilyGuid=I74b4e780548011e8ba41d50ba8b08eab&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2007 WL 9710331, *1+","","D.Mont.","","Sep. 13, 2007##","Case","","Plaintiff Jonathan Erdman brought suit against Defendant Wal-Mart Stores, Inc. under Montana’s Wrongful Discharge From Employment Act (“WDEA”), after he was terminated from his...","",
"","Batchelder v. Home Depot U.S.A., Inc.","https://www.westlaw.com/Document/I74a835b052b111e88808c81b5a222cba/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D22%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=22&docFamilyGuid=I75a77d4052b111e8af0aeb25368a0b21&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2006 WL 8435801, *5","","D.Mont.","","Sep. 27, 2006##","Case","","Pending before the Court are (1) Defendant's Motion to Sever or, in the Alternative, Hold Separate Trials, and (2) Defendant's Motion for Summary Judgment. The United States...","",
"","Vuncannon v. Northern Directory Publishing","https://www.westlaw.com/Document/I354f8a80521b11e8abc79f7928cdeab9/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D23%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=23&docFamilyGuid=I364905b0521b11e8ba41d50ba8b08eab&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","2005 WL 8157380, *7+","","D.Mont.","","Dec. 16, 2005##","Case","","Before the Court are the following motions: (1) Defendant Northern Directory Publishing, d/b/a NorthWinds Publishing and Printing's (“NorthWinds”) Motion for Summary Judgment...","",
"Yellow KeyCite","Marcy v. Delta Airlines","https://www.westlaw.com/Document/Ibc691452948311d9a707f4371c9c34f0/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D24%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=24&docFamilyGuid=I2a151a60728211d7a07084608af77b15&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","166 F.3d 1279, 1289","","9th Cir.(Mont.)","","Feb. 05, 1999##","Case","","Terminated employee brought action against former employer under Montana Wrongful Discharge from Employment Act (WDEA). The United States District Court for the District of...","",
"","Birkenbuel v. M.C.C. Const. Corp.","https://www.westlaw.com/Document/Ie9797d57566111d9a99c85a9e6023ffa/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D25%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=25&docFamilyGuid=I67549d80746011d7a658bf569bf0de0b&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","962 F.Supp. 1305, 1306+","","D.Mont.","","May 08, 1997##","Case","4. Amount in controversy													
9. Sufficiency of evidence","Former employee brought wrongful discharge action against former employer in state court.   Employer removed action to federal court on diversity grounds.  On employee's motion to...","",
"Yellow KeyCite","Hollister v. Forsythe","https://www.westlaw.com/Document/Ie56cf743970311d9bdd1cfdd544ca3a4/View/FullText.html?navigationPath=%2FRelatedInfo%2Fv1%2FkcCitingReferences%2Fnav%3FdocGuid%3DN3AE207D0B35411DE935C8B33164993F3%26midlineIndex%3D26%26warningFlag%3DN%26planIcons%3DNO%26skipOutOfPlan%3Dnull%26sort%3Ddatedesc%26filterGuid%3Dhba7a17b0e150af0a2e3ad1d3408238f7%26category%3DkcCitingReferences&listSource=RelatedInfo&list=CitingReferences&rank=26&docFamilyGuid=I29bbf9c0743611d79d2ef02eee90521e&overruleRisk=true&originationContext=citingreferences&transitionType=CitingReferencesItem&contextData=%28sc.Category%29&VR=3.0&RS=cblt1.0","","22 F.3d 950, 953","","9th Cir.(Mont.)","","Apr. 26, 1994##","Case","","County employee brought § 1983 action alleging she was dismissed from her secretarial job in violation of her constitutional right to due process.   The United States District...","",
"Copyright 2020 Thomson Reuters/West. No Claim to Orig. US Gov. Works.",
